SKU_ID,ABC_Class,XYZ_Class,Segment,Category,total_units,total_revenue,avg_daily_demand,std_daily_demand,CV,avg_daily_demand_last30d,stockout_days,total_days,stockout_rate_pct,est_lost_revenue,avg_unit_price,mape_14day_ma
AUT-001166,A,X,AX,Automotive,75969,131328498.93,117.78139534883721,18.382503189604424,0.15607306345081354,121.57142857142857,12,645,1.8604651162790697,2474921.61544186,1751.07,12.774755993452114
PHM-001016,A,X,AX,Pharmaceutical,83498,128922263.28,131.9083728278041,21.259572885608524,0.16116924521054632,127.78571428571429,21,633,3.3175355450236967,4370847.249668247,1577.88,12.972896594125741
ELC-000528,A,X,AX,Consumer Electronics,75724,126170152.12,119.62717219589257,35.402433510681334,0.2959397339319276,182.0,22,633,3.4755134281200633,4499137.273048973,1709.53,14.285533092614344
ELC-001776,A,X,AX,Consumer Electronics,65721,121736383.92,105.1536,28.857276289902963,0.27442975123916785,150.15384615384616,20,625,3.2,3977077.39776,1891.08,14.218972594405702
PHM-001914,A,X,AX,Pharmaceutical,39822,121559051.28,62.221875,10.171340705764344,0.16346888784313143,60.19230769230769,18,640,2.8125,3489833.3253749995,3115.94,12.913946253232714
AUT-000847,A,X,AX,Automotive,55961,110187037.67999999,86.09384615384616,14.229100338123319,0.16527430209932198,83.03846153846153,23,650,3.5384615384615383,4000949.774707692,2020.52,13.496355296329055
PHM-001240,A,X,AX,Pharmaceutical,87256,101861471.15,137.41102362204725,22.258508557610494,0.16198488280556825,140.53846153846155,16,635,2.5196850393700787,2613645.612346457,1188.79,13.030199083605293
IND-000688,A,X,AX,Industrial,29167,98782325.98,45.64475743348983,7.380220105437615,0.1616882314730564,43.63333333333333,20,639,3.1298904538341157,3158927.598748044,3460.3400000000006,13.322169479416596
PHM-001211,A,X,AX,Pharmaceutical,69823,94473508.32,107.42,18.495505638223563,0.17217934870809498,114.1923076923077,16,650,2.4615384615384617,2362346.2656,1374.48,13.899022517700699
ELC-000414,A,X,AX,Consumer Electronics,87959,86445093.43,136.79471228615864,39.38457448289906,0.2879100648313884,203.53846153846155,22,643,3.421461897356143,3020528.4753654744,1003.67,14.455497393669678
IND-001427,A,X,AX,Industrial,31598,81621372.78,50.07606973058637,8.02776418822804,0.16031138688435642,50.61538461538461,23,631,3.6450079239302693,3049118.8661172744,2647.38,12.751564348719088
HLT-000641,A,X,AX,Healthcare,86384,79298676.68,135.18622848200312,22.701443714555758,0.167927191767007,140.1153846153846,25,639,3.912363067292645,3186102.82942097,942.7299999999999,13.717421972167804
ELC-000954,A,X,AX,Consumer Electronics,74873,75050791.2,115.72333848531684,33.77634226166596,0.29187148161951404,178.35714285714286,21,647,3.2457496136012365,2491430.898918084,1025.2,14.633411570992246
ELC-000321,A,X,AX,Consumer Electronics,47852,74841208.22,75.00313479623824,17.81308823889348,0.23749791641758006,103.74074074074075,21,638,3.2915360501567394,2514340.5882131658,1596.34,13.01522547627601
ELC-000829,A,X,AX,Consumer Electronics,31515,71291419.82,49.47409733124019,12.94805919054405,0.26171390462879773,68.51724137931035,22,637,3.453689167974882,2520815.0915227635,2316.01,13.647420046968243
HLT-001898,A,X,AX,Healthcare,49570,71005034.34,77.81789638932496,13.787406293332488,0.1771752634426628,78.53846153846153,13,637,2.0408163265306123,1470681.2020408162,1453.77,14.682163968809252
CHM-001448,A,X,AX,Chemical,81089,68551636.0,124.56067588325652,21.085990730362678,0.16928288627885538,124.5,16,651,2.457757296466974,1711961.9293394776,859.0,13.879403826947748
AUT-001762,A,X,AX,Automotive,45285,68453713.64,71.20283018867924,11.787544133611007,0.16554881459592802,70.92857142857143,17,636,2.6729559748427674,1864235.3481132071,1540.12,13.65229678166987
ELC-000677,A,X,AX,Consumer Electronics,38415,66557973.0,59.282407407407405,17.640463858363944,0.29756659066041485,87.10344827586206,20,648,3.0864197530864197,2098004.398148148,1769.5,14.878898001263943
ELC-001760,A,X,AX,Consumer Electronics,62848,63893997.7,98.81761006289308,24.752852146718684,0.2504902934908523,137.76923076923077,17,636,2.6729559748427674,1736763.9647798738,1033.85,13.507009588236421
AUT-000279,A,X,AX,Automotive,36986,62004683.0,58.06279434850863,9.314009214674273,0.16041269317437712,55.607142857142854,20,637,3.139717425431711,1988766.8320251177,1712.6,12.795476097882528
CHM-001667,A,X,AX,Chemical,54115,61429005.0,83.89922480620154,14.4877571795566,0.17268046532041037,85.8,20,645,3.10077519379845,1942099.2558139537,1157.4,14.193353927587887
CHM-000607,A,X,AX,Chemical,79321,59228435.88,123.55295950155764,20.53035876094891,0.16616646694480908,122.93103448275862,8,642,1.2461059190031152,744421.4073520249,753.14,13.592833589681588
ELC-001097,A,X,AX,Consumer Electronics,36631,56349011.18,56.52932098765432,15.033987404599642,0.26595025629058905,80.77777777777777,19,648,2.9320987654320985,1682757.4783487655,1566.73,13.613275721757976
AUT-001221,A,X,AX,Automotive,47237,54447904.29,74.50630914826499,12.4461858844448,0.16704875099472877,73.17241379310344,21,634,3.3123028391167195,1851695.6154416404,1183.47,13.565770071336091
AUT-001069,A,X,AX,Automotive,47644,52757459.52,73.5246913580247,11.897527761214038,0.161816765789327,71.46666666666667,22,648,3.3950617283950617,1830961.8609876547,1131.94,13.275781340573795
CHM-001091,A,X,AX,Chemical,65007,52549313.71,99.55130168453293,15.976666814622895,0.1604867695778724,102.48,24,653,3.6753445635528332,1974436.8047779484,826.3900000000001,13.09738915214014
AUT-001170,A,X,AX,Automotive,33222,50939033.6,52.64976228209192,8.674135743449108,0.16475166016845424,55.07142857142857,23,631,3.6450079239302693,1899148.5291917592,1568.32,13.155835183936057
AUT-001813,A,X,AX,Automotive,47665,49141710.15,74.4765625,12.721505237995396,0.17081219662891123,72.93103448275862,22,640,3.4375000000000004,1727667.07953125,1054.43,14.524616162016216
AUT-000940,A,X,AX,Automotive,40380,47574172.88,62.12307692307692,10.626895106702882,0.1710619568934342,64.20689655172414,13,650,2.0,962110.032,1191.32,13.902148590686881
FSH-000029,A,X,AX,Fashion & Apparel,67376,45821166.65,105.275,21.523783111633037,0.20445293860492078,96.10714285714286,10,640,1.5625,724765.7375,688.45,12.463875004638751
HLT-000415,A,X,AX,Healthcare,46819,45794257.6,71.80828220858896,11.530700040970151,0.16057618545275504,69.34615384615384,22,652,3.374233128834356,1579308.2739263806,999.7,13.000855345864174
ELC-001780,A,X,AX,Consumer Electronics,26685,45306952.32,40.92791411042945,9.640194588802112,0.2355408233801378,56.214285714285715,20,652,3.067484662576687,1417350.0368098158,1731.52,13.451987416557506
HLT-000785,A,X,AX,Healthcare,87563,44186526.82,136.1788491446345,23.939254392193472,0.1757927500677273,136.17241379310346,24,643,3.7325038880248838,1694250.08659409,518.39,14.401929617518766
ELC-000896,A,X,AX,Consumer Electronics,68693,42278407.8,106.83203732503888,31.68826595800716,0.29661763223324944,165.53333333333333,19,643,2.9548989113530326,1272872.743437014,627.09,13.935251085724207
PHM-001249,A,X,AX,Pharmaceutical,31689,40387436.04,49.05417956656347,8.494330413329038,0.1731622155009801,47.5,12,646,1.8575851393188854,761159.9691640866,1293.06,14.037590901148093
FSH-001275,A,X,AX,Fashion & Apparel,76568,38590335.35,117.79692307692308,27.777100728450975,0.2358049769289146,104.5,15,650,2.307692307692308,904521.3433846154,511.91,12.901108205003611
ELC-001457,A,X,AX,Consumer Electronics,47784,37871661.4,74.54602184087364,20.949675279244108,0.2810300906997211,110.62962962962963,18,641,2.80811232449298,1082600.5658658347,806.81,14.180973222981425
HLT-000670,A,X,AX,Healthcare,80968,34525754.25,125.72670807453416,21.229102820532116,0.1688511784460859,122.17857142857143,15,644,2.329192546583851,817632.2142857143,433.55,13.747205173579887
CHM-001602,A,X,AX,Chemical,70236,32782528.39,107.88940092165899,17.630394945895137,0.1634117419810031,106.10344827586206,22,651,3.3794162826420893,1134493.7330875576,477.97,13.158320239546173
IND-000011,A,X,AX,Industrial,86964,31127566.24,135.88125,22.53229207667258,0.16582340887114727,136.14814814814815,25,640,3.90625,1248952.5093750001,367.66,13.673256051082008
PHM-000703,A,X,AX,Pharmaceutical,34128,28938903.28,53.91469194312796,8.769678898482113,0.16265842542015874,50.91304347826087,19,633,3.0015797788309637,885145.5332701423,864.08,13.174630580002283
HLT-000984,A,X,AX,Healthcare,33924,26696966.88,53.172413793103445,8.745578338525602,0.1644758572096255,49.63636363636363,24,638,3.761755485893417,1029026.5820689655,806.36,13.151788480712643
AUT-000486,A,X,AX,Automotive,37582,26498724.84,57.464831804281346,9.426486025688144,0.1640392171997245,58.964285714285715,20,654,3.058103975535168,825873.0697247707,718.59,13.56010218292678
FSH-000192,A,X,AX,Fashion & Apparel,36463,26298440.68,56.44427244582043,11.817835280209083,0.2093717354856997,48.464285714285715,14,646,2.1671826625387,576528.5720743034,729.58,12.538739663091809
ELC-001360,A,X,AX,Consumer Electronics,47110,26237728.62,71.92366412213741,18.866105685599912,0.2623073492691136,103.62962962962963,19,655,2.900763358778626,774710.6441221375,566.91,14.105922287416025
FSH-001355,A,X,AX,Fashion & Apparel,96053,24934717.44,148.22993827160494,32.88875773206509,0.22187662030731134,129.82142857142858,17,648,2.6234567901234565,665155.1666049382,263.96,12.851954845842881
FSH-001730,A,X,AX,Fashion & Apparel,85506,22599189.3,132.77329192546583,33.372372436246025,0.2513485351781447,116.03448275862068,16,644,2.484472049689441,571604.9545341614,269.07,14.26176565144861
FSH-000461,A,X,AX,Fashion & Apparel,64471,22144035.12,99.18615384615384,20.269238436280055,0.20435552393451376,81.8076923076923,18,650,2.769230769230769,625908.2726769231,350.58,12.126720395144208
HLT-000289,A,X,AX,Healthcare,32855,20140112.43,50.859133126934985,8.774715359199002,0.17252978609169245,49.464285714285715,28,646,4.3343653250774,897026.9433436532,629.91,14.260858457731807
FSH-000316,A,X,AX,Fashion & Apparel,31634,17169330.42,49.27414330218068,11.179415476140454,0.2268819857015291,41.148148148148145,28,642,4.361370716510903,767624.139813084,556.38,12.923365048641838
IND-001011,A,X,AX,Industrial,48064,17057791.58,74.28748068006182,12.004806093385954,0.16159931637859337,74.75,14,647,2.1638330757341575,374138.4961978362,359.74,12.884625060378044
AUT-000762,A,X,AX,Automotive,36069,16058527.95,56.1822429906542,9.39675630047436,0.16725491543720478,59.714285714285715,14,642,2.1806853582554515,355088.63037383166,451.44999999999993,13.634449407649896
HLT-001197,A,X,AX,Healthcare,70101,15289114.48,109.5328125,17.219984702131043,0.15721302419885405,110.67857142857143,15,640,2.34375,363972.059296875,221.53000000000003,12.787609884642173
HLT-000070,A,X,AX,Healthcare,20277,14241016.38,31.6828125,5.605526411476911,0.17692641432880718,30.9,20,640,3.125,454673.705625,717.54,14.36562398784274
CHM-001376,A,X,AX,Chemical,63335,14143710.6,96.99081163859111,16.387838940439284,0.16896279826489072,99.33333333333333,20,653,3.0627871362940278,443441.9908116386,228.6,13.727287368648394
PHM-000638,A,X,AX,Pharmaceutical,68390,13972997.76,107.36263736263736,18.766323325217147,0.1747937996514596,111.45833333333333,24,637,3.767660910518053,539252.465934066,209.28000000000003,14.582814528242391
CHM-000125,A,X,AX,Chemical,51924,13536483.5,79.63803680981596,13.516706206676181,0.16972676309130402,79.62962962962963,16,652,2.4539877300613497,337474.14478527615,264.85,14.108759901125303
FSH-000634,A,X,AX,Fashion & Apparel,26368,12771710.36,40.81733746130031,7.440768258704319,0.18229430730897261,36.15384615384615,24,646,3.7151702786377707,486105.10068111453,496.21999999999997,11.47980000686402
FMC-001804,A,X,AX,FMCG,95065,12620385.36,147.84603421461898,39.205540277538034,0.26517816650141435,210.9655172413793,24,643,3.7325038880248838,481717.8625194401,135.76,13.655805931301735
HLT-001713,A,X,AX,Healthcare,20580,12214887.96,32.35849056603774,5.244609403641155,0.16207830810086366,32.074074074074076,15,636,2.358490566037736,292449.56603773584,602.52,13.293517464395688
HLT-000306,A,X,AX,Healthcare,24969,12051988.8,39.1978021978022,6.697774543929939,0.1708711756371249,38.65384615384615,22,637,3.453689167974882,426346.6549450549,494.4,14.3656130157563
CHM-001808,A,X,AX,Chemical,22500,11481929.2,34.14264036418816,5.629734320498765,0.16488866298705274,32.82142857142857,20,659,3.0349013657056148,354291.35053110775,518.84,13.651820114678264
FSH-001109,A,X,AX,Fashion & Apparel,49726,11236496.09,80.07407407407408,17.321746195992343,0.21632152973718466,70.84,16,621,2.576489533011272,293096.7348148148,228.77,12.19073413910117
FSH-000132,A,X,AX,Fashion & Apparel,28766,11231433.57,45.95207667731629,9.346191720723004,0.20338997487216162,42.035714285714285,16,626,2.5559105431309903,292174.33201277955,397.39,12.78259434759087
IND-001124,A,X,AX,Industrial,50299,10529155.02,79.08647798742139,12.844941018962169,0.16241639969104632,80.8,17,636,2.6729559748427674,285861.23814465414,212.62,13.027686866397287
FMC-000663,A,X,AX,FMCG,82944,10078623.0,131.4484944532488,37.00905243336346,0.28154793698703157,190.57692307692307,17,631,2.694136291600634,276512.42396196513,123.74000000000001,14.998324044064496
FMC-000197,A,X,AX,FMCG,83431,9634184.58,130.56494522691705,38.12475509501654,0.2919983999438526,196.75,17,639,2.660406885758998,260736.88996870109,117.47,13.711269529945378
HLT-000686,A,X,AX,Healthcare,53411,8075552.76,84.37756714060032,13.879953298390486,0.16449814528619905,81.73333333333333,25,633,3.949447077409163,327638.093206951,155.32,13.356349077329618
FMC-001630,A,X,AX,FMCG,65316,7079957.34,102.69811320754717,30.619432811953697,0.2981499061241128,153.75862068965517,23,636,3.6163522012578615,261763.11283018862,110.81999999999998,14.199541931384967
FMC-000949,A,X,AX,FMCG,61673,6970094.28,94.59049079754601,27.149063997663404,0.2870168424833645,141.66666666666666,24,652,3.6809815950920246,262749.6817177914,115.74,14.412125334901146
FSH-001700,A,X,AX,Fashion & Apparel,86347,5947875.45,134.28771384136857,25.60257522517953,0.19065463617485773,117.89285714285714,17,643,2.6438569206842923,159916.52402799376,70.05,11.868472564287552
CHM-000589,A,X,AX,Chemical,19777,5696464.4799999995,30.056231003039514,5.129512818462932,0.17066387392165694,30.357142857142858,17,658,2.5835866261398177,149894.03075987843,293.36,14.017621630720203
ELC-000397,A,X,AX,Consumer Electronics,26493,5482508.16,41.525078369905955,11.693032096141016,0.2815896454662729,63.15384615384615,10,638,1.5673981191222568,86903.68401253919,209.28000000000003,12.648070537878835
HLT-000227,A,X,AX,Healthcare,21827,5127315.6,34.319182389937104,5.7976652882887265,0.16893366579702343,33.22222222222222,22,636,3.459119496855346,181884.80283018865,240.89999999999998,13.807800321240467
FMC-000791,A,X,AX,FMCG,38442,4664610.72,61.11605723370429,17.23796209811595,0.2820529150334252,91.51851851851852,19,629,3.0206677265500796,144361.01647058822,124.32,13.517070597489248
FMC-001529,A,X,AX,FMCG,90374,4153092.06,141.87441130298274,37.09633796926508,0.26147307064445363,195.21428571428572,20,637,3.139717425431711,133532.19591836736,47.06,13.726471991516503
FSH-000497,A,X,AX,Fashion & Apparel,22207,3403650.25,35.026813880126184,7.026528850300415,0.20060428203226294,31.17241379310345,21,634,3.3123028391167195,114975.866829653,156.31,12.567295776982853
FMC-000333,A,X,AX,FMCG,36034,3041477.84,55.69397217928903,15.227043650885562,0.2734055958850796,85.51851851851852,23,647,3.554868624420402,110726.2999690881,86.44,11.939692607625862
FMC-001032,A,X,AX,FMCG,30825,2980510.02,47.2052067381317,13.268955783038269,0.28109093678261116,69.82142857142857,22,653,3.3690658499234303,102626.00765696782,98.82,14.098711820593637
FMC-000394,A,X,AX,FMCG,20711,2068597.14,32.9268680445151,8.815395834009214,0.26772652115261436,46.77777777777778,12,629,1.9077901430842605,39931.07141494436,101.06,15.265299273335101
FMC-000913,A,X,AX,FMCG,33155,1964619.3,51.72386895475819,11.893546359593524,0.22994309203738347,73.15384615384616,13,641,2.02808112324493,40445.47932917317,60.150000000000006,12.458732785237945
FMC-001991,A,X,AX,FMCG,26772,1836588.8800000001,41.25115562403698,11.96768163660217,0.29011748775417634,64.44827586206897,19,649,2.9275808936825887,54895.38785824346,70.04,13.720029179849059
FMC-001657,A,X,AX,FMCG,80232,1597849.5,124.58385093167702,32.14615901993784,0.2580282980461657,178.21428571428572,10,644,1.5527950310559007,25041.35403726708,20.1,14.169635762882654
FMC-001101,A,X,AX,FMCG,44791,1360784.16,71.43700159489633,18.867211342396516,0.2641097879413859,100.82142857142857,13,627,2.073365231259968,28640.522679425838,30.84,14.543169656176257
IND-001303,A,Y,AY,Industrial,88248,598357687.4,137.8875,57.42001172482357,0.4164265196252276,133.88888888888889,26,640,4.0625,24871099.304999996,6937.4,83.27844736628025
IND-001883,A,Y,AY,Industrial,85862,429694626.92,156.39708561020038,93.89586399923247,0.6003683740837463,135.95652173913044,19,549,3.4608378870673953,15193983.12291439,5113.16,174.3097250588703
IND-001261,A,Y,AY,Industrial,51462,311587919.82,90.92226148409894,54.252059697538726,0.5966862109674501,93.79166666666667,18,566,3.180212014134275,10098120.948551238,6170.18,150.46019283579452
IND-001890,A,Y,AY,Industrial,89550,280513255.22,167.07089552238807,99.9292208017137,0.5981246493547575,144.91304347826087,13,536,2.425373134328358,6929863.505597015,3190.66,196.54449932803553
IND-000471,A,Y,AY,Industrial,43320,231262640.2,66.95517774343122,26.632451286720965,0.3977653735574438,71.48275862068965,20,647,3.091190108191654,7324092.982998455,5469.4,50.59657049153543
ELC-001206,A,Y,AY,Consumer Electronics,88953,228999430.88,140.5260663507109,65.00031426293567,0.4625498738484175,221.64285714285714,18,633,2.843601895734597,6652200.444739336,2629.88,54.1941599094483
IND-000101,A,Y,AY,Industrial,78551,208585444.9,125.28070175438596,49.48977040345436,0.3950310758992996,141.57692307692307,19,627,3.0303030303030303,6465723.236666665,2716.31,47.1351478061357
ELC-001589,A,Y,AY,Consumer Electronics,76177,192565382.4,139.00912408759123,84.34657928821177,0.6067700939908378,187.0344827586207,10,548,1.824817518248175,3561135.7408759124,2561.8,107.85441542415776
PHM-001636,A,Y,AY,Pharmaceutical,93335,190129640.88,166.07651245551602,102.72408842225154,0.6185347157369193,176.20833333333334,20,562,3.558718861209965,6931568.615658363,2086.86,164.25235176538033
ELC-000637,A,Y,AY,Consumer Electronics,74119,189765153.58,118.78044871794872,51.53179949028402,0.4338407544885553,199.77777777777777,14,624,2.2435897435897436,4316723.818525641,2595.86,52.146856706192104
ELC-001525,A,Y,AY,Consumer Electronics,70090,189593984.25,109.515625,51.057423312894606,0.46621131288703876,178.42307692307693,15,640,2.34375,4517930.21484375,2750.25,62.05898149430335
IND-001675,A,Y,AY,Industrial,32746,183702372.81,58.57960644007156,33.87813410526253,0.5783264204740046,53.80952380952381,17,559,3.041144901610018,5732838.705223613,5756.71,112.12907319469817
PHM-001441,A,Y,AY,Pharmaceutical,84457,165225254.62,131.348367029549,52.16162226840664,0.39712425398232787,140.59259259259258,13,643,2.021772939346812,3398545.739548989,1990.33,69.88080383435043
ELC-001950,A,Y,AY,Consumer Electronics,98664,163982975.26,173.39894551845342,107.13812691251763,0.617870694612245,238.13793103448276,26,569,4.569420035149385,7677172.421230228,1702.87,139.45853069244845
ELC-000355,A,Y,AY,Consumer Electronics,60625,160589854.8,95.17268445839875,40.56365842430248,0.426211140887104,147.96153846153845,20,637,3.139717425431711,5141894.623233909,2701.35,48.32048103655303
AUT-000977,A,Y,AY,Automotive,80313,156993367.2,142.90569395017795,84.33455575103451,0.5901413262122122,132.0,13,562,2.3131672597864767,3703361.045124556,1993.44,164.59609003842607
ELC-000903,A,Y,AY,Consumer Electronics,91113,153763129.44,142.14196567862714,62.25138152487114,0.43795216442705653,228.34615384615384,20,641,3.1201248049921997,4914928.032449298,1728.88,47.87062822545429
ELC-000629,A,Y,AY,Consumer Electronics,93454,150596866.98,146.94025157232704,48.251795765362765,0.3283769780509204,243.16,22,636,3.459119496855346,5346926.527924528,1654.02,13.787812501275681
ELC-001499,A,Y,AY,Consumer Electronics,84467,143330538.56,154.98532110091742,95.03515102946206,0.6131880771313866,169.92592592592592,11,545,2.0183486238532113,2936823.0489541283,1722.64,148.00374860758714
AUT-000378,A,Y,AY,Automotive,83527,140279664.8,126.74810318664643,52.703076410338284,0.415809586773294,128.8,19,659,2.8831562974203337,4130375.9280121387,1715.1199999999997,78.20866980711546
ELC-000205,A,Y,AY,Consumer Electronics,65011,139353909.03,101.73865414710485,40.72942593192095,0.4003338384349954,148.25925925925927,25,639,3.912363067292645,5609945.693661973,2205.63,50.05273387525061
IND-000107,A,Y,AY,Industrial,93812,139226789.19,165.74558303886926,99.54117184341544,0.6005660604546661,155.0952380952381,14,566,2.4734982332155475,3501285.9390812726,1508.89,186.73419495779447
ELC-000212,A,Y,AY,Consumer Electronics,83822,138878754.28,132.62974683544303,56.68260899827933,0.42737478092759107,205.40740740740742,14,632,2.2151898734177213,3117186.3294936707,1678.78,58.89961610068754
IND-001676,A,Y,AY,Industrial,33229,121961112.7,53.0814696485623,20.21345472888486,0.3808005856415156,48.88,18,626,2.8753993610223643,3573874.496645367,3740.4499999999994,48.2278557872027
AUT-001932,A,Y,AY,Automotive,56068,120891489.6,89.8525641025641,36.22651308415781,0.4031772876598857,79.20833333333333,16,624,2.564102564102564,3153609.3538461537,2193.6,60.17960436812514
IND-000214,A,Y,AY,Industrial,54044,120559892.25,98.98168498168498,62.113713666246895,0.62752734182834,96.95652173913044,18,546,3.296703296703297,4057308.758241758,2277.25,176.14628542672193
ELC-000891,A,Y,AY,Consumer Electronics,85479,119503026.0,155.69945355191257,91.80292095201159,0.5896162051808557,212.12,24,549,4.371584699453552,5354404.5600000005,1432.89,141.92611407842202
ELC-001274,A,Y,AY,Consumer Electronics,45724,118605736.68,81.65,47.74772330175433,0.5847853435609838,124.89285714285714,15,560,2.6785714285714284,3253866.81,2656.76,132.35010782633955
ELC-001190,A,Y,AY,Consumer Electronics,50708,114467295.69,80.61685214626391,36.687409574477044,0.4550836282706094,134.70833333333334,17,629,2.7027027027027026,3167098.336216216,2310.93,64.90201595781635
ELC-000776,A,Y,AY,Consumer Electronics,58947,113302004.86,90.82742681047766,42.30665300617065,0.46579160603601116,154.78571428571428,25,649,3.8520801232665636,4473228.063559323,1969.99,51.45832733234567
PHM-001340,A,Y,AY,Pharmaceutical,68836,111966369.0,108.23270440251572,43.199765961534816,0.39913782252798163,96.4074074074074,16,636,2.515723270440252,2869326.921257862,1656.92,44.55169890320712
PHM-000671,A,Y,AY,Pharmaceutical,75487,110398768.12,115.60030627871363,44.41412545332115,0.38420421954798456,101.51724137931035,20,653,3.0627871362940278,3443686.8839203673,1489.48,85.40788325187296
AUT-000664,A,Y,AY,Automotive,57463,106267120.0,102.24733096085409,61.085817034516324,0.5974318983241073,109.81818181818181,22,562,3.9145907473309607,4232323.770462633,1881.5,170.84903488493126
PHM-000795,A,Y,AY,Pharmaceutical,60543,105359356.8,108.5,66.77166402521796,0.6154070417070779,122.6896551724138,14,558,2.5089605734767026,2684528.6999999997,1767.3,197.13476981269832
ELC-000938,A,Y,AY,Consumer Electronics,45532,97869850.0,71.47880690737834,32.00606673754611,0.44777001914734404,110.70967741935483,24,637,3.767660910518053,3791235.9183673477,2210.0,53.188140157084916
IND-001283,A,Y,AY,Industrial,31878,96260531.25,58.0655737704918,33.30438144780529,0.5735650108176519,56.80952380952381,20,549,3.642987249544627,3620678.8524590163,3117.75,133.10907835321842
ELC-001487,A,Y,AY,Consumer Electronics,51274,95162409.18,90.7504424778761,53.72334919676303,0.5919899421962616,118.48275862068965,21,565,3.7168141592920354,3612538.25638938,1895.5899999999997,176.19515002364065
AUT-001929,A,Y,AY,Automotive,85433,92533049.76,151.47695035460993,95.31049288465475,0.629207893752359,156.0909090909091,22,564,3.900709219858156,3707031.78570922,1112.39,219.16825239397215
FSH-000043,A,Y,AY,Fashion & Apparel,96687,90489384.52,171.43085106382978,100.78576106110893,0.5879091215826888,188.96,16,564,2.8368794326241136,2605584.3625531914,949.94,144.78310563965212
IND-000005,A,Y,AY,Industrial,32968,89839253.12,60.93900184842884,35.30425918752052,0.5793376674486957,44.0,19,541,3.512014787430684,3232831.110979667,2792.12,145.03867276193847
ELC-000233,A,Y,AY,Consumer Electronics,54352,87260878.99,87.52334943639292,36.63509932171018,0.41857515231789116,127.79310344827586,17,621,2.737520128824477,2436892.4879871174,1637.81,41.39694342661606
AUT-000483,A,Y,AY,Automotive,36392,87038627.68,56.50931677018634,21.814748962944716,0.38603809442010323,54.07692307692308,19,644,2.950310559006211,2617978.884844721,2438.33,50.0504518222392
HLT-000857,A,Y,AY,Healthcare,78571,86890042.0,141.82490974729242,84.6723502743748,0.597020300772596,145.72727272727272,13,554,2.3465703971119134,2076033.0288808665,1126.0,152.48168831098556
HLT-000342,A,Y,AY,Healthcare,81880,86435256.05,129.55696202531647,51.49369430980932,0.39745987791645687,151.40740740740742,14,632,2.2151898734177213,1947891.5151898738,1073.93,56.177913479587346
FSH-000159,A,Y,AY,Fashion & Apparel,100025,84474059.72,168.3922558922559,91.43915497767094,0.5430128273605253,159.53846153846155,18,594,3.0303030303030303,2632809.553030303,868.61,118.02221341462291
AUT-000898,A,Y,AY,Automotive,63093,83939037.0,115.13321167883211,69.81607169947047,0.606393851795125,130.76190476190476,26,548,4.744525547445255,4114096.5008759117,1374.36,168.51203536518676
AUT-000502,A,Y,AY,Automotive,70392,82901482.1,110.15962441314554,45.13590967487487,0.40973187694972496,136.1,18,639,2.8169014084507045,2380122.064225352,1200.34,58.46224840615362
IND-001960,A,Y,AY,Industrial,50875,81246865.57,94.56319702602231,55.924436104741915,0.5913974766457228,89.33333333333333,20,538,3.717472118959108,3088566.403345725,1633.07,174.31410848321798
